10, 0, 110, 1
10, 0, 100, 1
10, 0, 90, 1
10, 0, 80, 1
10, 0, 70, 1
10, 0, 60, 1
5, 0, 50, 1
5, 0, 45, 1
5, 0, 40, 1
5, 0, 35, 1
5, 0, 30, 1
5, 0, 25, 1
5, 0, 20, 1
5, 0, 15, 1
5, 0, 10, 1
5, 0, 5, 1
5, 0, 0, 1
5, 0, 2000, -1
10, 0, 1995, -1
15, 0, 1985, -1
20, 0, 1970, -1
10, 0, 160, -1
10, 0, 150, -1
10, 0, 140, -1
10, 0, 130, -1
10, 0, 120, -1
10, 0, 110, -1
10, 0, 100, -1
10, 0, 90, -1
10, 0, 80, -1
10, 0, 70, -1
10, 0, 60, -1
5, 0, 50, -1
5, 0, 45, -1
5, 0, 40, -1
5, 0, 35, -1
5, 0, 30, -1
5, 0, 25, -1
5, 0, 20, -1
5, 0, 15, -1
5, 0, 10, -1
5, 0, 5, -1
5, 0, 0, -1
