25,0,975,10
25,0,950,10
25,0,925,10
25,0,900,10
25,0,875,10
25,0,850,10
25,0,825,10
25,0,800,10
25,0,775,10
25,0,750,10
25,0,725,10
25,0,700,10
25,0,675,10
25,0,650,10
25,0,625,10
25,0,600,10
25,0,575,10
25,0,550,10
25,0,525,10
25,0,500,10
25,0,475,10
25,0,450,10
25,0,425,10
25,0,400,10
25,0,375,10
25,0,350,10
25,0,325,10
24,0,300,15
23,0,276,20
22,0,253,25
21,0,231,30
20,0,210,35
19,0,190,40
18,0,171,45
17,0,153,50
16,0,136,55
15,0,120,60
14,0,105,65
13,0,91,70
12,0,78,75
11,0,66,80
10,0,55,85
9,0,45,90
8,0,36,95
7,0,28,100
6,0,21,105
5,0,15,110
4,0,10,115
3,0,6,120
2,0,3,125
1,0,1,130
2,0,1999,-10
3,0,1997,-10
4,0,1994,-10
5,0,1990,-10
6,0,1985,-10
7,0,1979,-10
8,0,1972,-10
9,0,1964,-10
10,0,1955,-10
11,0,1945,-10
12,0,1934,-10
13,0,1922,-10
14,0,1909,-10
15,0,1895,-10
16,0,1880,-10
17,0,1864,-10
18,0,1847,-10
19,0,1829,-10
20,0,1810,-10
21,0,1790,-10
22,0,1769,-10
23,0,1747,-10
24,0,1724,-10
25,0,1700,-10
25,0,975,-10
25,0,950,-10
25,0,925,-10
25,0,900,-10
25,0,875,-10
25,0,850,-10
25,0,825,-10
25,0,800,-10
25,0,775,-10
25,0,750,-10
25,0,725,-10
25,0,700,-10
25,0,675,-10
25,0,650,-10
25,0,625,-10
25,0,600,-10
25,0,575,-10
25,0,550,-10
25,0,525,-10
25,0,500,-10
25,0,475,-10
25,0,450,-10
25,0,425,-10
25,0,400,-10
25,0,375,-10
25,0,350,-10
25,0,325,-10
24,0,300,-15
23,0,276,-20
22,0,253,-25
21,0,231,-30
20,0,210,-35
19,0,190,-40
18,0,171,-45
17,0,153,-50
16,0,136,-55
15,0,120,-60
14,0,105,-65
13,0,91,-70
12,0,78,-75
11,0,66,-80
10,0,55,-85
9,0,45,-90
8,0,36,-95
7,0,28,-100
6,0,21,-105
5,0,15,-110
4,0,10,-115
3,0,6,-120
2,0,3,-125
1,0,1,-130
2,0,1999,10
3,0,1997,10
4,0,1994,10
5,0,1990,10
6,0,1985,10
7,0,1979,10
8,0,1972,10
9,0,1964,10
10,0,1955,10
11,0,1945,10
12,0,1934,10
13,0,1922,10
14,0,1909,10
15,0,1895,10
16,0,1880,10
17,0,1864,10
18,0,1847,10
19,0,1829,10
20,0,1810,10
21,0,1790,10
22,0,1769,10
23,0,1747,10
24,0,1724,10
25,0,1700,10
25,0,1675,10
25,0,1650,10
25,0,1625,10
25,0,1600,10
25,0,1575,10
25,0,1550,10
