25,0,2000,0
25,0,1975,0
25,0,1950,0
25,0,1925,0
25,0,1900,0
25,0,1875,0
25,0,1850,0
25,0,1825,0
25,0,1800,0
25,0,1775,0
25,0,1750,0
25,0,1725,0
25,0,1700,0
25,0,1675,0
25,0,1650,0
25,0,1625,0
25,0,1600,0
25,0,1575,0
25,0,1550,0
25,0,1525,0
25,0,1500,0
25,0,1475,0
25,0,1450,0
25,0,1425,0
25,0,1400,0
25,0,1375,0
25,0,1350,0
25,0,1325,0
25,0,1300,0
25,0,1275,0
25,0,1250,0
25,0,1225,0
25,0,1200,0
25,0,1175,0
25,0,1150,0
25,0,1125,0
25,0,1100,0
25,0,1075,0
25,0,1050,1
25,0,1025,1
25,0,1000,1
25,0,975,1
25,0,950,1
25,0,925,1
24,0,900,1
24,0,876,1
24,0,852,1
23,0,828,1
23,0,805,1
23,0,782,1
22,0,759,1
22,0,737,1
22,0,715,1
21,0,693,1
21,0,672,1
21,0,651,1
20,0,630,1
20,0,610,1
20,0,590,1
19,0,570,1
19,0,551,1
19,0,532,1
18,0,513,1
18,0,495,1
18,0,477,1
17,0,459,1
17,0,442,1
17,0,425,1
16,0,408,1
16,0,392,1
16,0,376,1
15,0,360,1
15,0,345,1
15,0,330,1
14,0,315,1
14,0,301,1
14,0,287,1
13,0,273,1
13,0,260,1
13,0,247,1
12,0,234,1
12,0,222,1
12,0,210,1
11,0,198,1
11,0,187,1
11,0,176,1
10,0,165,1
10,0,155,1
10,0,145,1
9,0,135,1
9,0,126,1
9,0,117,1
8,0,108,1
8,0,100,1
8,0,92,1
7,0,84,1
7,0,77,1
7,0,70,1
6,0,63,1
6,0,57,1
6,0,51,1
5,0,45,1
5,0,40,1
5,0,35,1
4,0,30,1
4,0,26,1
4,0,22,1
3,0,18,1
3,0,15,1
3,0,12,1
2,0,9,1
2,0,7,1
2,0,5,1
1,0,3,1
1,0,2,1
1,0,1,1
1,0,1999,-1
1,0,1998,-1
1,0,1997,-1
2,0,1995,-1
2,0,1993,-1
2,0,1991,-1
3,0,1988,-1
3,0,1985,-1
3,0,1982,-1
4,0,1978,-1
4,0,1974,-1
4,0,1970,-1
5,0,1965,-1
5,0,1960,-1
5,0,1955,-1
6,0,1949,-1
6,0,1943,-1
6,0,1937,-1
7,0,1930,-1
7,0,1923,-1
7,0,1916,-1
8,0,1908,-1
8,0,1900,-1
8,0,1892,-1
9,0,1883,-1
9,0,1874,-1
9,0,1865,-1
10,0,1855,-1
10,0,1845,-1
10,0,1835,-1
11,0,1824,-1
11,0,1813,-1
11,0,1802,-1
12,0,1790,-1
12,0,1778,-1
12,0,1766,-1
13,0,1753,-1
13,0,1740,-1
13,0,1727,-1
14,0,1713,-1
14,0,1699,-1
14,0,1685,-1
15,0,1670,-1
15,0,1655,-1
15,0,1640,-1
16,0,1624,-1
16,0,1608,-1
16,0,1592,-1
17,0,1575,-1
17,0,1558,-1
17,0,1541,-1
18,0,1523,-1
18,0,1505,-1
18,0,1487,-1
19,0,1468,-1
19,0,1449,-1
19,0,1430,-1
20,0,1410,-1
20,0,1390,-1
20,0,1370,-1
21,0,1349,-1
21,0,1328,-1
21,0,1307,-1
22,0,1285,-1
22,0,1263,-1
22,0,1241,-1
23,0,1218,-1
23,0,1195,-1
23,0,1172,-1
24,0,1148,-1
24,0,1124,-1
24,0,1100,-1
25,0,1075,-1
25,0,1050,-1
25,0,1025,-1
25,0,1000,-1
25,0,975,-1
25,0,950,-1
25,0,925,-1
24,0,900,-1
24,0,876,-1
24,0,852,-1
23,0,828,-1
23,0,805,-1
23,0,782,-1
22,0,759,-1
22,0,737,-1
22,0,715,-1
21,0,693,-1
21,0,672,-1
21,0,651,-1
20,0,630,-1
20,0,610,-1
20,0,590,-1
19,0,570,-1
19,0,551,-1
19,0,532,-1
18,0,513,-1
18,0,495,-1
18,0,477,-1
17,0,459,-1
17,0,442,-1
17,0,425,-1
16,0,408,-1
16,0,392,-1
16,0,376,-1
15,0,360,-1
15,0,345,-1
15,0,330,-1
14,0,315,-1
14,0,301,-1
14,0,287,-1
13,0,273,-1
13,0,260,-1
13,0,247,-1
12,0,234,-1
12,0,222,-1
12,0,210,-1
11,0,198,-1
11,0,187,-1
11,0,176,-1
10,0,165,-1
10,0,155,-1
10,0,145,-1
9,0,135,-1
9,0,126,-1
9,0,117,-1
8,0,108,-1
8,0,100,-1
8,0,92,-1
7,0,84,-1
7,0,77,-1
7,0,70,-1
6,0,63,-1
6,0,57,-1
6,0,51,-1
5,0,45,-1
5,0,40,-1
5,0,35,-1
4,0,30,-1
4,0,26,-1
4,0,22,-1
3,0,18,-1
3,0,15,-1
3,0,12,-1
2,0,9,-1
2,0,7,-1
2,0,5,-1
1,0,3,-1
1,0,2,-1
1,0,1,-1
